baseId,topic,level,question,optionA,optionB,optionC,optionD,correctOption,explanation,language,question_pt,optionA_pt,optionB_pt,optionC_pt,optionD_pt,explanation_pt,topic_pt,question_es,optionA_es,optionB_es,optionC_es,optionD_es,explanation_es,topic_es,question_fr,optionA_fr,optionB_fr,optionC_fr,optionD_fr,explanation_fr,topic_fr
astro_00257,Worlds Beyond,7,What is the transmission spectrum method?,Analyzing starlight filtered through atmosphere,Direct imaging of planets,Measuring stellar wobble,Detecting gravitational microlensing,A,Transmission spectroscopy analyzes starlight filtered through an exoplanet's atmosphere during transit.,en,O que é o método do espectro de transmissão?,Análise da luz das estrelas filtrada pela atmosfera,Imagens diretas de planetas,Medição da oscilação estelar,Detecção de microlensing gravitacional,A espectroscopia de transmissão analisa a luz das estrelas filtrada pela atmosfera de um exoplaneta durante o trânsito.,Mundos além,¿Qué es el método del espectro de transmisión?,Analizar la luz de las estrellas filtrada por la atmósfera,Imágenes directas de planetas,Medición del bamboleo estelar,Detección de microlentes gravitacionales,La espectroscopia de transmisión analiza la luz estelar filtrada a través de la atmósfera de un exoplaneta durante su tránsito.,Mundos más allá,Qu'est-ce que la méthode du spectre de transmission ?,Analyse de la lumière des étoiles filtrée par l'atmosphère,Imagerie directe des planètes,Mesure de l'oscillation stellaire,Détection des microlentilles gravitationnelles,La spectroscopie par transmission analyse la lumière des étoiles filtrée par l'atmosphère d'une exoplanète pendant le transit.,Les mondes au-delà
astro_00258,Solar System,4,What is the Trojan asteroids' relationship to Jupiter?,They orbit Jupiter directly,They share Jupiter's orbit at Lagrange points,They orbit between Jupiter and Mars,They are Jupiter's captured moons,B,Trojan asteroids share Jupiter's orbit staying at the stable L4 and L5 Lagrange points 60 degrees ahead and behind Jupiter.,en,Qual é a relação dos asteroides troianos com Júpiter?,Eles orbitam Júpiter diretamente,Eles compartilham a órbita de Júpiter nos pontos de Lagrange,Eles orbitam entre Júpiter e Marte,Elas são as luas capturadas de Júpiter,"Os asteroides troianos compartilham a órbita de Júpiter, permanecendo nos estáveis pontos de Lagrange L4 e L5, 60 graus à frente e atrás de Júpiter.",Sistema Solar,¿Cuál es la relación de los asteroides troyanos con Júpiter?,Orbitan Júpiter directamente,Comparten la órbita de Júpiter en los puntos de Lagrange,Orbitan entre Júpiter y Marte,Son las lunas capturadas de Júpiter,"Los asteroides troyanos comparten la órbita de Júpiter permaneciendo en los puntos estables de Lagrange L4 y L5, 60 grados por delante y por detrás de Júpiter.",Sistema Solar,Quelle est la relation entre les astéroïdes troyens et Jupiter ?,Ils sont en orbite directe autour de Jupiter,Ils partagent l'orbite de Jupiter aux points de Lagrange,Ils orbitent entre Jupiter et Mars,Il s'agit des lunes capturées par Jupiter.,"Les astéroïdes troyens partagent l'orbite de Jupiter en restant aux points de Lagrange stables L4 et L5, à 60 degrés en avant et en arrière de Jupiter.",Système solaire
astro_00259,Galaxies & Cosmology,6,What is the Tully-Fisher relation?,Galaxy luminosity-rotation velocity relation,Galaxy size-mass relation,Galaxy age-metallicity relation,Galaxy color-magnitude relation,A,The Tully-Fisher relation correlates galaxy luminosity with rotation velocity used for distance measurements.,en,O que é a relação Tully-Fisher?,Relação entre a luminosidade da galáxia e a velocidade de rotação,Relação entre tamanho e massa da galáxia,Relação entre idade e metalicidade da galáxia,Relação cor-magnitude da galáxia,A relação Tully-Fisher correlaciona a luminosidade da galáxia com a velocidade de rotação usada para medições de distância.,Galáxias e Cosmologia,¿Qué es la relación Tully-Fisher?,Relación luminosidad-velocidad de rotación de las galaxias,Relación tamaño-masa de las galaxias,Relación edad-metalicidad de las galaxias,Relación color-magnitud de las galaxias,La relación Tully-Fisher correlaciona la luminosidad de las galaxias con la velocidad de rotación utilizada para medir la distancia.,Galaxias y cosmología,Qu'est-ce que la relation Tully-Fisher ?,Relation entre la luminosité et la vitesse de rotation des galaxies,Relation taille-masse des galaxies,Relation âge-métallicité des galaxies,Relation couleur-magnitude des galaxies,La relation Tully-Fisher établit une corrélation entre la luminosité des galaxies et la vitesse de rotation utilisée pour mesurer la distance.,Galaxies et cosmologie
astro_00260,Relativity & Fundamental Physics,6,What is the twin paradox resolution?,Acceleration breaks symmetry,Time is absolute,Space contracts,Gravity affects time,A,The twin paradox is resolved because the traveling twin experiences acceleration breaking the symmetry between reference frames.,en,Qual é a resolução do paradoxo dos gêmeos?,A aceleração quebra a simetria,O tempo é absoluto,Contratos espaciais,A gravidade afeta o tempo,"O paradoxo dos gêmeos é resolvido porque o gêmeo viajante experimenta aceleração, quebrando a simetria entre os quadros de referência.",Relatividade e física fundamental,¿Cuál es la resolución de la paradoja de los gemelos?,La aceleración rompe la simetría,El tiempo es absoluto,Contratos espaciales,La gravedad afecta al tiempo,La paradoja de los gemelos se resuelve porque el gemelo que viaja experimenta una aceleración que rompe la simetría entre los marcos de referencia.,Relatividad y física fundamental,Qu'est-ce que la résolution du paradoxe des jumeaux ?,L'accélération brise la symétrie,Le temps est absolu,Contrats spatiaux,La gravité affecte le temps,Le paradoxe des jumeaux est résolu parce que le jumeau qui voyage subit une accélération qui brise la symétrie entre les référentiels.,Relativité et physique fondamentale
astro_00261,Relativity & Fundamental Physics,5,What is the twin paradox?,Twins age differently in space,Twins see different things,Twins have different masses,Twins experience different gravity,A,The twin paradox demonstrates time dilation where a traveling twin ages slower than one remaining on Earth.,en,O que é o paradoxo dos gêmeos?,Gêmeos envelhecem de forma diferente no espaço,Gêmeos veem coisas diferentes,Os gêmeos têm massas diferentes,Gêmeos experimentam gravidade diferente,"O paradoxo dos gêmeos demonstra a dilatação do tempo, em que um gêmeo viajante envelhece mais lentamente do que aquele que permanece na Terra.",Relatividade e física fundamental,¿Qué es la paradoja de los gemelos?,Los gemelos envejecen de forma diferente en el espacio,Los gemelos ven cosas diferentes,Los gemelos tienen masas diferentes,Los gemelos experimentan una gravedad diferente,"La paradoja de los gemelos demuestra la dilatación del tiempo, en la que un gemelo que viaja envejece más despacio que otro que permanece en la Tierra.",Relatividad y física fundamental,Qu'est-ce que le paradoxe des jumeaux ?,Des jumeaux vieillissent différemment dans l'espace,Les jumeaux voient des choses différentes,Les jumeaux ont des masses différentes,Les jumeaux ressentent une gravité différente,Le paradoxe des jumeaux démontre la dilatation du temps : un jumeau qui voyage vieillit plus lentement que celui qui reste sur Terre.,Relativité et physique fondamentale
astro_00262,Relativity & Fundamental Physics,8,What is the Weyl tensor?,Tidal gravitational field,Electromagnetic field tensor,Stress-energy tensor,Metric tensor,A,The Weyl tensor represents the tidal gravitational field the part of curvature that causes tidal effects.,en,O que é o tensor de Weyl?,Campo gravitacional de maré,Tensor de campo eletromagnético,Tensor de tensão-energia,Tensor métrico,"O tensor de Weyl representa o campo gravitacional de maré, a parte da curvatura que causa os efeitos de maré.",Relatividade e física fundamental,¿Qué es el tensor de Weyl?,Campo gravitatorio de marea,Tensor de campo electromagnético,Tensor tensión-energía,Tensor métrico,"El tensor de Weyl representa el campo gravitatorio de marea, la parte de curvatura que causa los efectos de marea.",Relatividad y física fundamental,Qu'est-ce que le tenseur de Weyl ?,Champ gravitationnel de marée,Tenseur de champ électromagnétique,Tenseur contrainte-énergie,Tenseur métrique,"Le tenseur de Weyl représente le champ gravitationnel de marée, c'est-à-dire la partie de la courbure qui provoque les effets de marée.",Relativité et physique fondamentale
astro_00263,General Curiosities,6,What is the Wow! Signal?,A radio signal from space,A light signal from space,A gravitational wave,A cosmic ray burst,A,The Wow! Signal was a strong radio signal detected in 1977 that lasted 72 seconds and has never been explained.,en,O que é o sinal Wow! ?,Um sinal de rádio do espaço,Um sinal luminoso do espaço,Uma onda gravitacional,Uma explosão de raios cósmicos,O sinal Wow! foi um forte sinal de rádio detectado em 1977 que durou 72 segundos e nunca foi explicado.,Curiosidades gerais,¡¿Qué es la Señal Wow! ¿señal?,Una señal de radio del espacio,Una señal luminosa desde el espacio,Una onda gravitacional,Una explosión de rayos cósmicos,¡La señal Wow! fue una potente señal de radio detectada en 1977 que duró 72 segundos y nunca ha sido explicada.,Curiosidades generales,Qu'est-ce que le signal Wow ! est le signal ?,Un signal radio en provenance de l'espace,Un signal lumineux en provenance de l'espace,Une onde gravitationnelle,Une explosion de rayons cosmiques,"Le signal Wow ! est un puissant signal radio détecté en 1977, qui a duré 72 secondes et n'a jamais été expliqué.",Curiosités générales
astro_00264,General Curiosities,5,What is the Wow! Signal's duration?,72 seconds,30 seconds,2 minutes,5 minutes,A,The Wow! Signal was a strong radio signal detected in 1977 that lasted exactly 72 seconds.,en,Qual é a duração do sinal Wow! Signal?,72 segundos,30 segundos,2 minutos,5 minutos,O sinal Wow! Signal foi um forte sinal de rádio detectado em 1977 que durou exatamente 72 segundos.,Curiosidades gerais,¡¿Cuál es la duración de la Señal Wow! ¿Cuál es la duración de la señal?,72 segundos,30 segundos,2 minutos,5 minutos,¡La señal Wow! fue una potente señal de radio detectada en 1977 que duró exactamente 72 segundos.,Curiosidades generales,Quelle est la durée du signal Wow ! Durée du signal,72 secondes,30 secondes,2 minutes,5 minutes,Le signal Wow ! est un puissant signal radio détecté en 1977 qui a duré exactement 72 secondes.,Curiosités générales
astro_00265,Small Solar System Bodies,8,What is the Yarkovsky effect?,Solar heating affecting asteroid orbits,Gravitational effects on comets,Magnetic effects on asteroids,Tidal effects on moons,A,The Yarkovsky effect is when solar heating causes small changes in asteroid orbits over long periods.,en,O que é o efeito Yarkovsky?,Aquecimento solar afetando as órbitas de asteroides,Efeitos gravitacionais em cometas,Efeitos magnéticos em asteroides,Efeitos de maré nas luas,O efeito Yarkovsky ocorre quando o aquecimento solar causa pequenas mudanças nas órbitas dos asteroides durante longos períodos.,Pequenos corpos do sistema solar,¿Qué es el efecto Yarkovsky?,El calentamiento solar afecta a las órbitas de los asteroides,Efectos gravitatorios en los cometas,Efectos magnéticos en los asteroides,Efectos de las mareas en las lunas,El efecto Yarkovsky se produce cuando el calentamiento solar provoca pequeños cambios en las órbitas de los asteroides durante largos periodos.,Cuerpos pequeños del Sistema Solar,Qu'est-ce que l'effet Yarkovsky ?,Le chauffage solaire affecte les orbites des astéroïdes,Effets gravitationnels sur les comètes,Effets magnétiques sur les astéroïdes,Effets de marée sur les lunes,L'effet Yarkovsky se produit lorsque le réchauffement solaire entraîne de légères modifications des orbites des astéroïdes sur de longues périodes.,Petits corps du système solaire
astro_00266,Solar System,4,What is the Yarkovsky-O'Keefe-Radzievskii-Paddack (YORP) effect?,Asteroid rotation changes,Comet tail formation,Planetary ring dynamics,Tidal locking mechanism,A,The YORP effect causes changes in asteroid rotation rates due to asymmetric thermal emission of absorbed sunlight.,en,O que é o efeito Yarkovsky-O'Keefe-Radzievskii-Paddack (YORP)?,Mudanças na rotação de asteroides,Formação da cauda do cometa,Dinâmica de anéis planetários,Mecanismo de bloqueio de marés,O efeito YORP causa alterações nas taxas de rotação dos asteroides devido à emissão térmica assimétrica da luz solar absorvida.,Sistema Solar,¿Qué es el efecto Yarkovsky-O'Keefe-Radzievskii-Paddack (YORP)?,Cambios en la rotación de los asteroides,Formación de la cola del cometa,Dinámica de los anillos planetarios,Mecanismo de bloqueo de mareas,El efecto YORP provoca cambios en la velocidad de rotación de los asteroides debido a la emisión térmica asimétrica de la luz solar absorbida.,Sistema Solar,Qu'est-ce que l'effet Yarkovsky-O'Keefe-Radzievskii-Paddack (YORP) ?,Changements de rotation des astéroïdes,Formation de la queue de la comète,Dynamique des anneaux planétaires,Mécanisme de verrouillage de la marée,L'effet YORP provoque des changements dans les taux de rotation des astéroïdes en raison de l'émission thermique asymétrique de la lumière solaire absorbée.,Système solaire
astro_00267,Galaxies & Cosmology,6,What is the Zoo Hypothesis?,Aliens keep us as pets,Aliens are observing us without contact,Aliens live in zoos,We are alone in the universe,B,The Zoo Hypothesis suggests that alien civilizations are aware of us but avoid contact to allow natural development.,en,O que é a hipótese do zoológico?,Os alienígenas nos mantêm como animais de estimação,Os alienígenas estão nos observando sem contato,Os alienígenas vivem em zoológicos,Estamos sozinhos no universo,"A Hipótese do Zoológico sugere que as civilizações alienígenas estão cientes de nós, mas evitam o contato para permitir o desenvolvimento natural.",Galáxias e Cosmologia,¿Qué es la hipótesis del zoo?,Los extraterrestres nos tienen como mascotas,Los extraterrestres nos observan sin contacto,Los extraterrestres viven en zoológicos,Estamos solos en el universo,La hipótesis del zoo sugiere que las civilizaciones alienígenas nos conocen pero evitan el contacto para permitir un desarrollo natural.,Galaxias y cosmología,Qu'est-ce que l'hypothèse du zoo ?,Les extraterrestres nous gardent comme animaux de compagnie,Des extraterrestres nous observent sans contact,Les extraterrestres vivent dans des zoos,Nous sommes seuls dans l'univers,"L'hypothèse du zoo suggère que des civilisations extraterrestres sont conscientes de notre existence, mais qu'elles évitent tout contact pour permettre un développement naturel.",Galaxies et cosmologie
astro_00268,Relativity & Fundamental Physics,3,What keeps planets in orbit around stars?,Electric force,Magnetism,Dark matter,Gravity,D,Gravity keeps planets in stable orbits around stars.,en,O que mantém os planetas em órbita ao redor das estrelas?,Força elétrica,Magnetismo,Matéria escura,Gravidade,A gravidade mantém os planetas em órbitas estáveis ao redor das estrelas.,Relatividade e física fundamental,¿Qué mantiene a los planetas en órbita alrededor de las estrellas?,Fuerza eléctrica,Magnetismo,Materia oscura,Gravedad,La gravedad mantiene a los planetas en órbitas estables alrededor de las estrellas.,Relatividad y física fundamental,Qu'est-ce qui maintient les planètes en orbite autour des étoiles ?,Force électrique,Magnétisme,Matière noire,Gravité,La gravité maintient les planètes sur des orbites stables autour des étoiles.,Relativité et physique fondamentale
astro_00269,Stellar Objects,3,What lies at the center of a black hole?,A neutron star,Dark energy,A singularity,A supernova,C,The singularity is a point of infinite density at the center of a black hole.,en,O que há no centro de um buraco negro?,Uma estrela de nêutrons,Energia escura,Uma singularidade,Uma supernova,A singularidade é um ponto de densidade infinita no centro de um buraco negro.,Objetos estelares,¿Qué hay en el centro de un agujero negro?,Una estrella de neutrones,Energía oscura,Una singularidad,Una supernova,La singularidad es un punto de densidad infinita en el centro de un agujero negro.,Objetos estelares,Qu'est-ce qui se trouve au centre d'un trou noir ?,Une étoile à neutrons,Énergie noire,Une singularité,Une supernova,La singularité est un point de densité infinie au centre d'un trou noir.,Objets stellaires
astro_00270,Solar System,5,What lies beyond Pluto that was recently discovered by the Subaru Telescope?,A new dwarf planet,A tiny object,A comet,An asteroid belt,B,A tiny object far beyond Pluto was discovered by the Subaru Telescope and could reshape our understanding of the early Solar System.,en,O que há além de Plutão que foi recentemente descoberto pelo Telescópio Subaru?,Um novo planeta anão,Um objeto minúsculo,Um cometa,Um cinturão de asteroides,"Um objeto minúsculo, muito além de Plutão, foi descoberto pelo Telescópio Subaru e pode reformular nossa compreensão do Sistema Solar primitivo.",Sistema Solar,"¿Qué hay más allá de Plutón, descubierto recientemente por el telescopio Subaru?",Un nuevo planeta enano,Un objeto diminuto,Un cometa,Un cinturón de asteroides,El telescopio Subaru ha descubierto un objeto diminuto más allá de Plutón que podría modificar nuestra comprensión del Sistema Solar primitivo.,Sistema Solar,"Qu'y a-t-il au-delà de Pluton, récemment découvert par le télescope Subaru ?",Une nouvelle planète naine,Un objet minuscule,Une comète,Une ceinture d'astéroïdes,Un minuscule objet situé bien au-delà de Pluton a été découvert par le télescope Subaru et pourrait modifier notre compréhension des débuts du système solaire.,Système solaire
astro_00271,Space Observation,3,What makes the James Webb Space Telescope superior to Hubble?,It's larger and observes in infrared,It's closer to Earth,It has better cameras,It's cheaper to operate,A,"JWST is larger and specializes in infrared observations, allowing it to see through cosmic dust and observe the early universe.",en,O que torna o Telescópio Espacial James Webb superior ao Hubble?,É maior e observa em infravermelho,Está mais perto da Terra,Ele tem câmeras melhores,A operação é mais barata,"O JWST é maior e especializado em observações em infravermelho, o que lhe permite ver através da poeira cósmica e observar o universo primitivo.",Observação do espaço,¿Qué hace que el telescopio espacial James Webb sea superior al Hubble?,Es más grande y observa en infrarrojo,Está más cerca de la Tierra,Tiene mejores cámaras,Es más barato,"El JWST es más grande y está especializado en observaciones infrarrojas, lo que le permite ver a través del polvo cósmico y observar el universo primitivo.",Observación espacial,En quoi le télescope spatial James Webb est-il supérieur à Hubble ?,Il est plus grand et observe dans l'infrarouge,Il est plus proche de la Terre,Il a de meilleurs appareils photo,Le fonctionnement est moins coûteux,"Le JWST est plus grand et se spécialise dans les observations dans l'infrarouge, ce qui lui permet de voir à travers la poussière cosmique et d'observer l'univers primitif.",Observation de l'espace
astro_00272,Worlds Beyond,3,What method did the Kepler telescope primarily use to find exoplanets?,Direct imaging,Transit method,Radial velocity,Gravitational lensing,B,Kepler used the transit method detecting the dimming of stars when planets pass in front of them.,en,Que método o telescópio Kepler usou principalmente para encontrar exoplanetas?,Imagem direta,Método de trânsito,Velocidade radial,Lentes gravitacionais,"Kepler usou o método de trânsito, detectando o escurecimento das estrelas quando os planetas passam na frente delas.",Mundos além,¿Qué método utilizó principalmente el telescopio Kepler para encontrar exoplanetas?,Imagen directa,Método de tránsito,Velocidad radial,Lente gravitacional,Kepler utilizó el método del tránsito para detectar el oscurecimiento de las estrellas cuando los planetas pasan por delante de ellas.,Mundos más allá,Quelle méthode le télescope Kepler a-t-il principalement utilisée pour trouver des exoplanètes ?,Imagerie directe,Méthode de transit,Vitesse radiale,Lentille gravitationnelle,"Kepler a utilisé la méthode du transit, qui consiste à détecter l'obscurcissement des étoiles lorsque des planètes passent devant elles.",Les mondes au-delà
astro_00273,Galaxies & Cosmology,6,What organization primarily uses the Drake Equation today?,NASA,SETI Institute,ESA,NSF,B,The SETI Institute continues to use the Drake Equation as a framework for research into extraterrestrial intelligence.,en,Qual organização usa principalmente a Equação de Drake atualmente?,NASA,Instituto SETI,ESA,NSF,O Instituto SETI continua a usar a Equação de Drake como uma estrutura para pesquisas sobre inteligência extraterrestre.,Galáxias e Cosmologia,¿Qué organización utiliza principalmente la Ecuación de Drake en la actualidad?,NASA,Instituto SETI,ESA,NSF,El Instituto SETI sigue utilizando la Ecuación de Drake como marco para la investigación de la inteligencia extraterrestre.,Galaxias y cosmología,Quelle organisation utilise principalement l'équation de Drake aujourd'hui ?,NASA,Institut SETI,ESA,NSF,L'Institut SETI continue d'utiliser l'équation de Drake comme cadre de recherche sur l'intelligence extraterrestre.,Galaxies et cosmologie
astro_00274,Stellar Objects,4,What percentage of maximum spinning speed was one of the Stellar Objects in the 2025 merger spinning at?,50%,70%,90%,100%,C,One of the Stellar Objects in the collision was spinning at around 90% of its maximum possible speed.,en,Em que porcentagem da velocidade máxima de rotação estava girando um dos objetos estelares na fusão de 2025?,50%,70%,90%,100%,Um dos objetos estelares na colisão estava girando a cerca de 90% de sua velocidade máxima possível.,Objetos estelares,¿A qué porcentaje de la velocidad máxima de giro giraba uno de los objetos estelares de la fusión de 2025?,50%,70%,90%,100%,Uno de los Objetos Estelares de la colisión giraba a cerca del 90% de su velocidad máxima posible.,Objetos estelares,À quel pourcentage de la vitesse de rotation maximale l'un des objets stellaires de la fusion de 2025 tournait-il ?,50%,70%,90%,100%,L'un des objets stellaires en collision tournait à environ 90 % de sa vitesse maximale possible.,Objets stellaires
astro_00275,General Curiosities,4,What percentage of the universe is ordinary matter?,About 5%,About 25%,About 70%,About 95%,A,Ordinary (baryonic) matter makes up only about 5% of the universe's total mass-energy content.,en,Que porcentagem do universo é matéria comum?,Cerca de 5%,Cerca de 25%,Cerca de 70%,Cerca de 95%,A matéria comum (bariônica) compõe apenas cerca de 5% do conteúdo total de massa e energia do universo.,Curiosidades gerais,¿Qué porcentaje del universo es materia ordinaria?,Alrededor del 5,Alrededor del 25,Alrededor del 70,Alrededor del 95,La materia ordinaria (bariónica) sólo representa alrededor del 5% del contenido total de masa-energía del universo.,Curiosidades generales,Quel est le pourcentage de matière ordinaire dans l'univers ?,Environ 5%,Environ 25%,Environ 70%,Environ 95%,La matière ordinaire (baryonique) ne représente qu'environ 5 % de la masse et de l'énergie totales de l'univers.,Curiosités générales
astro_00276,Galaxies & Cosmology,8,What question does the Fermi Paradox address?,Why the Sun shines,Where extraterrestrial life is,How stars form,Why galaxies spin,B,It asks why we have not found signs of alien civilizations despite the vast universe.,en,Qual é a questão abordada pelo Paradoxo de Fermi?,Por que o sol brilha,Onde está a vida extraterrestre,Como as estrelas se formam,Por que as galáxias giram,"Ele pergunta por que não encontramos sinais de civilizações alienígenas, apesar do vasto universo.",Galáxias e Cosmologia,¿A qué pregunta responde la paradoja de Fermi?,Por qué brilla el Sol,Dónde está la vida extraterrestre,Cómo se forman las estrellas,Por qué giran las galaxias,Se pregunta por qué no hemos encontrado indicios de civilizaciones extraterrestres a pesar del vasto universo.,Galaxias y cosmología,À quelle question répond le paradoxe de Fermi ?,Pourquoi le soleil brille-t-il ?,Où se trouve la vie extraterrestre ?,Comment se forment les étoiles,Pourquoi les galaxies tournent-elles ?,Il pose la question de savoir pourquoi nous n'avons pas trouvé de signes de civilisations extraterrestres malgré l'immensité de l'univers.,Galaxies et cosmologie
astro_00277,Worlds Beyond,4,What recent discovery did the James Webb Space Telescope make regarding exoplanets?,A potentially habitable planet,Evidence for a new exoplanet just 4 light-years away,The first exoplanet atmosphere,Water on an exoplanet,B,"JWST found strong evidence for a new exoplanet orbiting Alpha Centauri A, just 4 light-years from Earth.",en,Que descoberta recente o Telescópio Espacial James Webb fez com relação a exoplanetas?,Um planeta potencialmente habitável,Evidências de um novo exoplaneta a apenas 4 anos-luz de distância,A primeira atmosfera de exoplaneta,Água em um exoplaneta,"O JWST encontrou fortes evidências de um novo exoplaneta orbitando Alpha Centauri A, a apenas 4 anos-luz da Terra.",Mundos além,¿Qué descubrimiento reciente ha hecho el telescopio espacial James Webb en relación con los exoplanetas?,Un planeta potencialmente habitable,Un nuevo exoplaneta a sólo 4 años luz de distancia,La primera atmósfera de un exoplaneta,Agua en un exoplaneta,"JWST ha hallado pruebas fehacientes de la existencia de un nuevo exoplaneta en órbita alrededor de Alfa Centauri A, a sólo 4 años luz de la Tierra.",Mundos más allá,Quelle découverte récente le télescope spatial James Webb a-t-il faite concernant les exoplanètes ?,Une planète potentiellement habitable,Une nouvelle exoplanète à seulement 4 années-lumière de nous,La première atmosphère d'exoplanète,De l'eau sur une exoplanète,"Le JWST a trouvé des preuves solides de l'existence d'une nouvelle exoplanète en orbite autour d'Alpha du Centaure A, à seulement 4 années-lumière de la Terre.",Les mondes au-delà
astro_00278,Galaxies & Cosmology,4,What type of galaxy has no defined shape?,Spiral,Elliptical,Irregular,Lenticular,C,Irregular galaxies have no defined spiral or elliptical shape and often result from galactic collisions.,en,Que tipo de galáxia não tem forma definida?,Espiral,Elíptico,Irregular,Lenticular,As galáxias irregulares não têm forma espiral ou elíptica definida e geralmente resultam de colisões galácticas.,Galáxias e Cosmologia,¿Qué tipo de galaxia no tiene forma definida?,Espiral,Elíptica,Irregular,Lenticular,Las galaxias irregulares no tienen una forma espiral o elíptica definida y suelen ser el resultado de colisiones galácticas.,Galaxias y cosmología,Quel type de galaxie n'a pas de forme définie ?,Spirale,Elliptique,Irrégulier,Lenticulaire,Les galaxies irrégulières n'ont pas de forme spirale ou elliptique définie et résultent souvent de collisions galactiques.,Galaxies et cosmologie
astro_00279,Galaxies & Cosmology,6,What type of galaxy is the Milky Way?,Spiral,Elliptical,Irregular,Ring,A,The Milky Way is a barred spiral galaxy.,en,Que tipo de galáxia é a Via Láctea?,Espiral,Elíptico,Irregular,Anel,A Via Láctea é uma galáxia espiral barrada.,Galáxias e Cosmologia,¿Qué tipo de galaxia es la Vía Láctea?,Espiral,Elíptica,Irregular,Anillo,La Vía Láctea es una galaxia espiral barrada.,Galaxias y cosmología,Quel type de galaxie est la Voie lactée ?,Spirale,Elliptique,Irrégulier,Anneau,La Voie lactée est une galaxie spirale barrée.,Galaxies et cosmologie
astro_00280,Space Missions,5,What type of landers are Griffin Mission 1 and Blue Ghost 2?,Mars landers,Asteroid landers,Lunar landers,Venus landers,C,Both Griffin Mission 1 and Blue Ghost 2 are NASA CLPS (Commercial Lunar Payload Services) lunar landers planned for 2025.,en,Quais são os tipos de sondas de pouso Griffin Mission 1 e Blue Ghost 2?,Veículos de pouso em Marte,Aterrissadores de asteroides,Lançadores lunares,Veículos de pouso de Vênus,Tanto a Griffin Mission 1 quanto a Blue Ghost 2 são pousos lunares CLPS (Commercial Lunar Payload Services) da NASA planejados para 2025.,Missões espaciais,¿Qué tipo de módulos de aterrizaje son Griffin Mission 1 y Blue Ghost 2?,Aterrizadores en Marte,Aterrizadores de asteroides,Aterrizadores lunares,Aterrizadores en Venus,Tanto Griffin Mission 1 como Blue Ghost 2 son aterrizadores lunares CLPS (Commercial Lunar Payload Services) de la NASA previstos para 2025.,Misiones espaciales,Quels sont les types d'atterrisseurs Griffin Mission 1 et Blue Ghost 2 ?,Les atterrisseurs de Mars,Atterrisseurs d'astéroïdes,Atterrisseurs lunaires,Les atterrisseurs de Vénus,Griffin Mission 1 et Blue Ghost 2 sont des atterrisseurs lunaires CLPS (Commercial Lunar Payload Services) de la NASA prévus pour 2025.,Missions spatiales
astro_00281,Space Missions,2,What type of mission is CLPS?,Mars exploration,Lunar payload services,Asteroid mining,Venus exploration,B,CLPS stands for Commercial Lunar Payload Services delivering scientific instruments to the Moon.,en,Que tipo de missão é o CLPS?,Exploração de Marte,Serviços de carga útil lunar,Mineração de asteroides,Exploração de Vênus,"CLPS significa Commercial Lunar Payload Services (Serviços de Carga Lunar Comercial), que fornece instrumentos científicos para a Lua.",Missões espaciais,¿Qué tipo de misión es CLPS?,Exploración de Marte,Servicios de carga útil lunar,Minería de asteroides,Exploración de Venus,"CLPS son las siglas de Commercial Lunar Payload Services (Servicios Comerciales de Cargas Lunares), que suministran instrumentos científicos a la Luna.",Misiones espaciales,Quel est le type de mission de la SPPC ?,Exploration de Mars,Services de charge utile lunaire,Extraction d'astéroïdes,Exploration de Vénus,"CLPS est l'acronyme de Commercial Lunar Payload Services (services commerciaux de charge utile lunaire), qui fournit des instruments scientifiques à la Lune.",Missions spatiales
astro_00282,Stellar Objects,3,What type of nebula serves as a stellar nursery?,Planetary nebula,Emission nebula,Supernova remnant,Dark nebula,B,Emission nebulae are stellar nurseries where new stars form from gas and dust.,en,Que tipo de nebulosa funciona como um berçário estelar?,Nebulosa planetária,Nebulosa de emissão,Remanescente de supernova,Nebulosa escura,As nebulosas de emissão são berçários estelares onde novas estrelas se formam a partir de gás e poeira.,Objetos estelares,¿Qué tipo de nebulosa sirve de vivero estelar?,Nebulosa planetaria,Nebulosa de emisión,Restos de supernova,Nebulosa oscura,Las nebulosas de emisión son criaderos estelares donde se forman nuevas estrellas a partir de gas y polvo.,Objetos estelares,Quel type de nébuleuse sert de pouponnière stellaire ?,Nébuleuse planétaire,Nébuleuse à émission,Vestige de supernova,Nébuleuse sombre,Les nébuleuses à émission sont des pouponnières stellaires où de nouvelles étoiles se forment à partir de gaz et de poussières.,Objets stellaires
astro_00283,Space Observation,3,What type of radiation does the Spitzer Space Telescope observe?,Visible light,Infrared,X-rays,Radio waves,B,The Spitzer Space Telescope was designed to observe infrared radiation from space.,en,Que tipo de radiação é observada pelo Telescópio Espacial Spitzer?,Luz visível,Infravermelho,Radiografias,Ondas de rádio,O Telescópio Espacial Spitzer foi projetado para observar a radiação infravermelha do espaço.,Observação do espaço,¿Qué tipo de radiación observa el telescopio espacial Spitzer?,Luz visible,Infrarrojos,Rayos X,Ondas de radio,El telescopio espacial Spitzer fue diseñado para observar la radiación infrarroja desde el espacio.,Observación espacial,Quel type de rayonnement le télescope spatial Spitzer observe-t-il ?,Lumière visible,Infrarouge,Rayons X,Les ondes radio,Le télescope spatial Spitzer a été conçu pour observer le rayonnement infrarouge depuis l'espace.,Observation de l'espace
